Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,3rd Party Hosting,,,,,,,,196.524,-145.644,,38.16,6.36,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,3rd Party Hosting,71.1,67.944,55.812,134.436,55.812,96.096,55.812,228.5976,192.0312,79.836,298.0848,154.0968,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,3rd Party Hosting,64.878,69.5208,83.718,108.7812,57.7506,49.542,53.3316,69.5808,75.2688,62.8416,55.9872,55.4722,,,,
FY19,CEE,Lithuania,Windows Server Other,EPG Commercial,3rd Party Hosting,16.7094,20.7,21.2922,21.2922,21.2922,21.2922,21.8844,20.7,21.2922,21.2922,20.7,20.7,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,3rd Party Hosting,11.136,11.136,11.136,11.136,11.136,,11.136,11.136,11.136,11.136,,,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Commercial,EA Add-On,,,,,,,47370.24,,,,,40661.76,,,,
FY19,CEE,Lithuania,IW CAL Suites - ECAL,EPG Commercial,EA Add-On,,,,,,,,,,76876.4325,,,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,EA Add-On,,,,,,,13086,,,,,,,,,
FY19,CEE,Lithuania,Office,EPG Commercial,EA Add-On,,,,,,,113787,,,,,,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Commercial,EA Add-On,,,,,,,26645.76,,,,,22872.24,,,,
FY19,CEE,Lithuania,S&T CAL Suites - ECAL,EPG Commercial,EA Add-On,,,,,,,,,,36611.0675,,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,EA Add-On,,,,,,,8187,,,,,,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Commercial,EA New,,,,,,,,,6754.93,3859.26,6275.88,,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Commercial,EA New,,,,,,,,,,,50400,,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Commercial,EA New,,,,,,,,,,,15197.68,,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Commercial,EA New,,,,,,,,,109584,66725.76,234777.6,,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,EA New,,,,,,,,,,44350.42,51649.62,,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Commercial,EA New,,,,,,,,,61641,37533.24,132062.4,,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,EA New,,,,,,,,,3631.48,3995.14,9745.08,,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Commercial,EA New,,,,,,,,,20270,16724.73,72528.32,,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,EA New,,,,,,,,,5286.24,,,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,EA New,,,,,,,,,,,1239.5,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Commercial,EA New,,,,,,,,,2264.77,5724.48,11893.35,,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,EA New,,,,,,,,,4544.61,4706.72,8372.35,,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,EA New,,,,,,,,,5213.46,5735.04,11658.6,,,,,
FY19,CEE,Lithuania,Developer Tools,EPG Commercial,EA Recurring,,,,,,,3973.76,,,,10081.95,,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Commercial,EA Recurring,,,3207.98,,3632.26,,4460.5,,,,8249.44,7550.58,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Commercial,EA Recurring,,,,,,,,,,,,46848,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Commercial,EA Recurring,,,17849.97,,3472.5,,9723,,,,,3124.74,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Commercial,EA Recurring,,,,,222089.6,49689.6,17598.4,,,,,245870.08,,,,
FY19,CEE,Lithuania,IW CAL Suites - ECAL,EPG Commercial,EA Recurring,,,,,,,,,,,87270.4581,,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,EA Recurring,,,,,3927.61,,12283.72,,,,16817.04,,,,,
FY19,CEE,Lithuania,MDOP-Client,EPG Commercial,EA Recurring,,,,,,,718.1867,,,,,,,,,
FY19,CEE,Lithuania,Office,EPG Commercial,EA Recurring,,,40149,,313047.5,87576,59097,28620,,,222525,128990,,,,
FY19,CEE,Lithuania,Project,EPG Commercial,EA Recurring,,,,,994.26,,,,,,,,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Commercial,EA Recurring,,,,,124925.4,27950.4,9899.1,,,,,138301.92,,,,
FY19,CEE,Lithuania,S&T CAL Suites - ECAL,EPG Commercial,EA Recurring,,,,,,,,,,,41561.0419,,,,,
FY19,CEE,Lithuania,SharePoint CAL,EPG Commercial,EA Recurring,,,,,,,,,,,,1976,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,EA Recurring,,,,,,,1007.16,,,,8225.28,15291.37,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Commercial,EA Recurring,,,21775.02,,9125.25,,,,,,22299.72,112709.76,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,EA Recurring,,,2839.43,,,,5473.6,,,,24631.2,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,EA Recurring,,,,,,,14857.7742,,,,,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Commercial,EA Recurring,,,,,1847.28,,6519.27,,,,7935.8,22243.35,,,,
FY19,CEE,Lithuania,Visio,EPG Commercial,EA Recurring,,,,,628.51,,,,,,476.8,473.45,,,,
FY19,CEE,Lithuania,Windows Client,EPG Commercial,EA Recurring,,,,,,,30778.9391,,,,,,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,EA Recurring,,,54290.25,,1661.16,,,,,,9396.07,24230.8,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,EA Recurring,,,18667,,5397.72,,40804,,,,6803.34,17396.34,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Commercial,EA Renewal,,,,,,1408,,,,,,,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Commercial,EA Renewal,,,,,,1001.33,,,,,,,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Commercial,EA Renewal,,,,,,23955.2,,,,,,,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,EA Renewal,,,,,,9226.02,,,,,,,,,,
FY19,CEE,Lithuania,Office,EPG Commercial,EA Renewal,,,,,,75201.5,,,,,,,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Commercial,EA Renewal,,,,,,13474.8,,,,,,,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,EA Renewal,,,,,,1712.18,,,,,,,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Commercial,EA Renewal,,,,,,9557,,,,,,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,EA Renewal,,,,,,4180,,,,,,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Commercial,EA Renewal,,,,,,3190.88,,,,,,,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,EA Renewal,,,,,,9011.86,,,,,,,,,,
FY19,CEE,Lithuania,Dynamics ERP,EPG Commercial,Other Annuity,,,,,,68826.43,,,,,,,,,,
FY19,CEE,Lithuania,Other MBS,EPG Commercial,Other Annuity,,,,,7000,,,,,,,,,,,
FY19,CEE,Lithuania,Dynamics CRM,EPG Commercial,Other Non-Annuity,,,,,,222616.8,,,,,,,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,Other Non-Annuity,,,,,,,,,1198.4423,,,,,,,
FY19,CEE,Lithuania,Developer Tools,EPG Commercial,VL Annuity Non-Recur w/o EA,,,100636.8,10171.39,9052.5,-100636.8,3365.14,,5321.9,,,,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,1637.05,25363.98,,,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Commercial,VL Annuity Non-Recur w/o EA,,,9660,42000,-42000,,,,,,,10680,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,6338.2,13488.12,,,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,13158.5536,-3205.76,,24280.896,163398.4,,,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,26460.95,,,,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,7401.6864,-1803.24,,13658.004,91911.6,,,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,1990.75,17297.97,,,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,9858.13,,,,,22223.72,20112.4,,,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,9396,,,1006.68,,,,,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,3456,,,,7808.8,,,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,422.71,8444.19,,,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,VL Annuity Non-Recur w/o EA,,,373.2,,,,328.4,,4190.03,26316.52,,,,,,
FY19,CEE,Lithuania,Windows Server Other,EPG Commercial,VL Annuity Non-Recur w/o EA,,,,,,,,,513.4,9889,,,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,VL Annuity Non-Recur w/o EA,,,6010.56,,,,2644.65,,21301.36,57944.67,,,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Commercial,VL Annuity Recur w/o EA,,,756,-756,756,,,,37113.12,,,,,,,
FY19,CEE,Lithuania,Office,EPG Commercial,VL Annuity Recur w/o EA,,,,,,,,,,,,152466.56,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,36964.08,,,,,,,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,VL Annuity Recur w/o EA,,,,,,9564.45,,,,,,15344,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,VL Annuity Recur w/o EA,,,,,,45400.47,,,,,,,,,,
FY19,CEE,Lithuania,Developer Tools,EPG Commercial,VL Non-Annuity,,,190207.6,,230979.59,-180578.67,,,,,,,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Commercial,VL Non-Annuity,,25653.82,45444.8,65434.17,,173563.02,-56803.54,193694.68,-92926.58,888.24,,383269.17,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Commercial,VL Non-Annuity,26630,15549.2,4734.35,7476.31,26630,-13750.98,-8423.18,2817,-10652,,,-1155.48,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Commercial,VL Non-Annuity,4395.73,,9658.48,-9658.48,,,,13661.31,,,,,,,,
FY19,CEE,Lithuania,Office,EPG Commercial,VL Non-Annuity,3713.1,87589.5,,3305.5,49911.8,672523.016,-15216,19645,8754.9,,15942.64,280415.4,,,,
FY19,CEE,Lithuania,Other IW Apps,EPG Commercial,VL Non-Annuity,,,,798,,,,,,,159.6,,,,,
FY19,CEE,Lithuania,Project,EPG Commercial,VL Non-Annuity,,,,1995.55,2475.42,8133.65,,2735.28,,,,4558.8,,,,
FY19,CEE,Lithuania,SharePoint CAL,EPG Commercial,VL Non-Annuity,33860,,19185,-19185,,3275.5,2305.2,,,,,,,,,
FY19,CEE,Lithuania,SharePoint for Internet Sites,EPG Commercial,VL Non-Annuity,,,,,,9322.06,,,,,,,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Commercial,VL Non-Annuity,30146.72,,3558.98,-3558.98,,3893.95,4019.56,,,,,35589.8,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Commercial,VL Non-Annuity,,,6207.01,74462.39,26434.56,60295.83,-60295.83,63784.14,,-42534.28,,18621.03,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Commercial,VL Non-Annuity,16466.88,1180.2,25997.4,-12414.34,9232.6,9521.96,4741,8732.97,9676.44,3175.2,17375.63,6152.24,,,,
FY19,CEE,Lithuania,System Center Client,EPG Commercial,VL Non-Annuity,30130,12052,560.42,-560.42,30130,-30130,,,-12052,,,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Commercial,VL Non-Annuity,8438.06,4258.64,6202.33,-2390.27,8438.06,-4626,-3812.06,2274.65,-4258.64,,,,,,,
FY19,CEE,Lithuania,Visio,EPG Commercial,VL Non-Annuity,882.6,,,,,803.15,,,,,1853.47,,,,,
FY19,CEE,Lithuania,Windows Client,EPG Commercial,VL Non-Annuity,794.4,,,,,7388,,,,,,,,,,
FY19,CEE,Lithuania,Windows Legalization,EPG Commercial,VL Non-Annuity,,139230,88920,88623.6,2223,209999.4,74100,35466.6,,,45751.68,310876.8,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Commercial,VL Non-Annuity,39965.34,29800.47,38235.64,40691.28,49307.5,55561.19,-22700.76,36792.64,3375.74,-967.8,11936.88,143224.58,,,,
FY19,CEE,Lithuania,Windows Server Other,EPG Commercial,VL Non-Annuity,,,,358.8,,7534.8,358.8,,9687.6,,,,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Commercial,VL Non-Annuity,17631,22058.76,24042.21,36163.53,48795.82,66917.52,-18953.33,57410.83,21417.59,,4007.04,23060.48,,,,
FY19,CEE,Lithuania,IW CAL Suites - ECAL,EPG Public Sector,EA Recurring,,,,,,,,,,,,7262.515,,,,
FY19,CEE,Lithuania,Office,EPG Public Sector,EA Recurring,,,,,,,,,,,,12093.768,,,,
FY19,CEE,Lithuania,S&T CAL Suites - ECAL,EPG Public Sector,EA Recurring,,,,,,,,,,,,3463.397,,,,
FY19,CEE,Lithuania,Visio,EPG Public Sector,EA Recurring,,,,,,,,,,,,2395.384,,,,
FY19,CEE,Lithuania,Windows Client,EPG Public Sector,EA Recurring,,,,,,,,,,,,4443.048,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Public Sector,EA Recurring,,,,,,,,,,,,955.68,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Public Sector,EA Recurring,,,,,,,,,,,,517.664,,,,
FY19,CEE,Lithuania,Dynamics ERP,EPG Public Sector,Other Annuity,2597.94,22752.72,,,,282.5223,,,,1415.62,9955.78,2786.56,,,,
FY19,CEE,Lithuania,Developer Tools,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,9217.12,,,,,,,,,,,,
FY19,CEE,Lithuania,Dynamics CRM,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,31394.04,,,,,,,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,327.6,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Public Sector,VL Annuity Non-Recur w/o EA,,-176400,,,,,,,,,,,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,19182.68,,,,,,523.68,,,,
FY19,CEE,Lithuania,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,4028.0064,,,,586.156,2028.7257,,691.0464,,1036.5696,863.808,9382.7274,,,,
FY19,CEE,Lithuania,IW CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,,,,2608.04,4468.1581,,,,
FY19,CEE,Lithuania,Lync Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,10442.16,,,,,,,,,,
FY19,CEE,Lithuania,Office,EPG Public Sector,VL Annuity Non-Recur w/o EA,7872.9216,,,,1145.6686,4109.2068,,1350.6816,,2026.0224,4805.4924,26969.0516,,,,
FY19,CEE,Lithuania,Office for Mac,EPG Public Sector,VL Annuity Non-Recur w/o EA,1647.8208,,,,239.7911,608.0994,,282.7008,,424.0512,1008.0732,3004.4713,,,,
FY19,CEE,Lithuania,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,2265.7536,,,,329.7128,1141.3628,,388.7136,,583.0704,485.892,5279.2806,,,,
FY19,CEE,Lithuania,S&T CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,,,,1241.9704,2127.9193,,,,
FY19,CEE,Lithuania,SharePoint CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,5148,-5148,2160,,,,,,,,,,,,,
FY19,CEE,Lithuania,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Non-Recur w/o EA,953.76,-953.76,3759,,-3759,,,,,,,,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,1570.2,,,,,,,,,,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,120592.08,,,,,,,,1111.92,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,1092.72,,,,,,,,,,
FY19,CEE,Lithuania,System Center Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,,,,,1194,,,,
FY19,CEE,Lithuania,System Center Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,945.94,,,,,,,,3958.92,,,,
FY19,CEE,Lithuania,Windows Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,7071.8976,,,,1029.1035,3568.7653,,1213.2576,,1819.8864,3666.324,20225.1516,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,643.56,1864.2,,,,,,1792.32,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,1352.16,,,,,,343.08,,,,
FY19,CEE,Lithuania,Forefront Protection,EPG Public Sector,VL Annuity Recur w/o EA,,,,,,5700,-5700,,,,,,,,,
FY19,CEE,Lithuania,Biztalk Server,EPG Public Sector,VL Non-Annuity,,,,32329.98,,32329.98,,,,,,,,,,
FY19,CEE,Lithuania,Developer Tools,EPG Public Sector,VL Non-Annuity,,455.04,341.4,,,,,,1092.48,,,1433.88,,,,
FY19,CEE,Lithuania,Exchange Server & CAL,EPG Public Sector,VL Non-Annuity,21354.06,888.24,3747.12,,294.36,7546.85,,25338.41,,,,12355.81,,,,
FY19,CEE,Lithuania,Identity & Direct Access,EPG Public Sector,VL Non-Annuity,1392.48,278.52,1114.08,1113.96,,,1113.96,5013.49,2361.63,278.52,,3397.6,,,,
FY19,CEE,Lithuania,Office,EPG Public Sector,VL Non-Annuity,6921.6,7584,27560,1090.2,3558.96,9023.88,5153.04,16234,14805.72,47.4,8580.6,67296.8,,,,
FY19,CEE,Lithuania,Office for Mac,EPG Public Sector,VL Non-Annuity,,,,,,,,,,66.96,,,,,,
FY19,CEE,Lithuania,Other IW Apps,EPG Public Sector,VL Non-Annuity,,,,,,128.79,,,538.2,,,,,,,
FY19,CEE,Lithuania,Project,EPG Public Sector,VL Non-Annuity,-22155.66,,4206.48,,52.3751,,,,228,,,3768.34,,,,
FY19,CEE,Lithuania,SharePoint CAL,EPG Public Sector,VL Non-Annuity,-680.3,680.3,24940.5,,,129.41,,,,,,2795.2,,,,
FY19,CEE,Lithuania,SharePoint for Internet Sites,EPG Public Sector,VL Non-Annuity,-29905.07,29905.07,110762.08,,,42335.51,,,,,,31664.2,,,,
FY19,CEE,Lithuania,SharePoint Server,EPG Public Sector,VL Non-Annuity,-3558.98,3558.98,46266.74,,,3600.85,,1046.76,,,,7536.68,,,,
FY19,CEE,Lithuania,SQL Server Premium,EPG Public Sector,VL Non-Annuity,-6207.01,6207.01,74484.12,,7668.24,,,,8178.61,,,38337.28,,,,
FY19,CEE,Lithuania,SQL Server Standard & CAL,EPG Public Sector,VL Non-Annuity,137.76,4221.6,22756.2,1523.76,364.68,6266.9,9482,14340.04,10501.9,1193.64,5771.4,12464.24,,,,
FY19,CEE,Lithuania,System Center Client,EPG Public Sector,VL Non-Annuity,811.2,,,,,,,,,,,,,,,
FY19,CEE,Lithuania,System Center Server,EPG Public Sector,VL Non-Annuity,366.6,,,,550.32,,,,,,,,,,,
FY19,CEE,Lithuania,Visio,EPG Public Sector,VL Non-Annuity,,132.6,-132.6,,44.9393,,,,584.4,,,,,,,
FY19,CEE,Lithuania,Windows Client,EPG Public Sector,VL Non-Annuity,9889.68,10723.08,62282.76,-29669.04,11000.88,83562.24,,,21112.8,,10278.6,38669.76,,,,
FY19,CEE,Lithuania,Windows Legalization,EPG Public Sector,VL Non-Annuity,,936,,4563,,11634,1092,8400,8598,9240,7770,38772,,,,
FY19,CEE,Lithuania,Windows Server & Solutions & CAL,EPG Public Sector,VL Non-Annuity,4056.45,20468.4,11701.67,2479.8,19388.27,14008.47,2220.84,2931.6,17882.88,-1589.16,13607.31,26348.88,,,,
FY19,CEE,Lithuania,Windows Server Other,EPG Public Sector,VL Non-Annuity,178.8,,,,,715.2,,,,,,129.16,,,,
FY19,CEE,Lithuania,Windows Server Premium,EPG Public Sector,VL Non-Annuity,18933.19,24042.21,71625.47,2003.52,15165.44,11009.09,,13363.44,10037.19,-300.48,300.48,25243.8,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,3rd Party Hosting,331.287,224.952,224.952,224.952,183.207,183.207,180.345,176.085,176.085,176.085,207.27,144.9,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,3rd Party Hosting,,35.976,66.5556,386.742,341.772,35.976,656.562,337.275,301.299,301.299,455.9958,292.305,,,,
FY19,WE,Netherlands,Dynamics ERP,EPG Commercial,3rd Party Hosting,316.377,363.804,371.325,650.151,750.942,834.111,916.449,353.103,894.5478,576.639,798.9294,957.621,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,3rd Party Hosting,847.797,966.5202,915.6648,5628.783,5525.3088,5840.1378,6065.1978,5520.606,5782.7928,5124.624,5551.5066,6694.7064,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,3rd Party Hosting,39.474,39.474,39.474,39.474,26.316,52.632,50.0004,28.9476,52.632,52.632,78.948,157.896,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,3rd Party Hosting,,1503,16.2,767.7,1519.2,767.7,16.2,1519.2,16.2,16.2,340.2,348.03,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,3rd Party Hosting,2.7,2.7,2.7,2.7,2.7,2.7,2.7,,,,,,,,,
FY19,WE,Netherlands,Office,EPG Commercial,3rd Party Hosting,9415.14,10469.889,9956.424,10811.268,12111.48,12788.253,12936.9468,11882.454,12301.7832,12787.764,14881.998,15993.624,,,,
FY19,WE,Netherlands,Other IW Apps,EPG Commercial,3rd Party Hosting,4.878,6.504,4.878,4.065,270.729,288.615,323.574,308.88,339.3,368.94,,,,,,
FY19,WE,Netherlands,Project,EPG Commercial,3rd Party Hosting,202.185,228.528,190.641,185.625,132.513,75.909,188.271,107.307,107.307,107.307,33.018,156.228,,,,
FY19,WE,Netherlands,SharePoint for Internet Sites,EPG Commercial,3rd Party Hosting,,,,,690.795,230.265,460.53,460.53,460.53,460.53,460.53,460.53,,,,
FY19,WE,Netherlands,SharePoint Server,EPG Commercial,3rd Party Hosting,1.125,1.125,1.125,1.125,1.125,1.125,1.125,0.831,0.831,0.831,80.331,80.331,,,,
FY19,WE,Netherlands,SQL Server Premium,EPG Commercial,3rd Party Hosting,7485.946,7792.033,5332.767,5332.767,14442.846,31009.962,31614.483,6144.276,9749.775,9473.712,11406.153,36351.6816,,,,
FY19,WE,Netherlands,SQL Server Standard & CAL,EPG Commercial,3rd Party Hosting,49016.928,12414.489,10058.265,10509.903,19969.212,17916.51,22064.9214,14130.2526,14899.515,14835.087,16174.815,15593.2302,,,,
FY19,WE,Netherlands,System Center Client,EPG Commercial,3rd Party Hosting,53.289,38.448,67.272,54.744,22.896,35.424,23.328,11.88,11.664,,25.272,11.448,,,,
FY19,WE,Netherlands,System Center Server,EPG Commercial,3rd Party Hosting,,,,,,,245.007,-245.007,46.119,56.622,59.76,59.76,,,,
FY19,WE,Netherlands,Visio,EPG Commercial,3rd Party Hosting,57.24,34.344,98.796,22.896,151.8,75.9,70.014,21.48,22.86,22.86,151.8,75.9,,,,
FY19,WE,Netherlands,Windows Client,EPG Commercial,3rd Party Hosting,925.344,1766.016,1774.08,2056.32,1100.736,1497.888,1195.488,1368.864,1536.192,1338.624,2443.392,3286.08,,,,
FY19,WE,Netherlands,Windows Server & Solutions & CAL,EPG Commercial,3rd Party Hosting,48748.1916,-31955.0424,2242.6668,2363.6232,3323.0598,5029.8858,3241.6122,2217.8712,2577.726,2756.064,2802.8076,2541.0966,,,,
FY19,WE,Netherlands,Windows Server Other,EPG Commercial,3rd Party Hosting,8601.213,3348.975,2829.747,3181.305,4522.665,6461.565,3668.169,4548.03,3373.755,2651.325,5228.535,8551.92,,,,
FY19,WE,Netherlands,Windows Server Premium,EPG Commercial,3rd Party Hosting,36984.5862,-7444.428,7146.846,7681.446,14070.498,28358.476,11739.6996,10093.378,11912.988,13254.9996,13679.662,23369.224,,,,
FY19,WE,Netherlands,Biztalk Server,EPG Commercial,EA Add-On,,,,,,,,264,,,,46299,,,,
FY19,WE,Netherlands,Developer Tools,EPG Commercial,EA Add-On,,,19197.18,,,34403.22,,,,,27618.18,3278.52,,,,
FY19,WE,Netherlands,Dynamics CRM,EPG Commercial,EA Add-On,,,,,,1484.1,,,22888.412,,,,,,,
FY19,WE,Netherlands,Exchange Server & CAL,EPG Commercial,EA Add-On,,,4213.63,,2011.008,39307.704,5683.08,,4332.45,,,3776.45,,,,
FY19,WE,Netherlands,Forefront Protection,EPG Commercial,EA Add-On,,,,,,2156.31,718.77,,-4.69,,,1001.16,,,,
FY19,WE,Netherlands,Identity & Direct Access,EPG Commercial,EA Add-On,1531.452,-507.924,,,,19788.648,,,189.5,,,3623.7,,,,
FY19,WE,Netherlands,IW CAL Suites - Core CAL,EPG Commercial,EA Add-On,20730.6176,15431.7184,188578.9616,9143.5104,4619.5392,146309.5231,6895.4112,2479.9488,26217.2761,5837.3376,8848.0704,197297.6768,,,,
FY19,WE,Netherlands,IW CAL Suites - ECAL,EPG Commercial,EA Add-On,,,,,,222833.8552,,,-6907.336,,,62138.2176,,,,
FY19,WE,Netherlands,Lync Server & CAL,EPG Commercial,EA Add-On,1532.64,3194.56,18202.9,16778.25,1822.79,118659.724,886.948,18574.422,5190.18,1455.75,1862.13,19670.69,,,,
FY19,WE,Netherlands,MDOP-Client,EPG Commercial,EA Add-On,,,2309.6581,266.0043,,2983.8525,,,332.2218,36.1955,,11756.8286,,,,
FY19,WE,Netherlands,Office,EPG Commercial,EA Add-On,7749.14,74839.61,372087.0905,171072.8748,1154.43,554292.0032,2683.92,7547.96,45278.6218,23648.42,11887.49,160959.3474,,,,
