Fiscal Year,Area,Subsidiary,Product,Reported Subsegment,Forecast Planning Level,1,2,3,4,5,6,7,8,9,10,11,12,,,,
FY19,CEE,Czech Republic,Dynamics ERP,EPG Public Sector,Other Annuity,2466.2424,44.6218,12673.168,32.064,15760.3385,,,,,35776.5138,23581.7287,53749.8723,,,,
FY19,CEE,Czech Republic,Biztalk Server,EPG Public Sector,Other Non-Annuity,19998,,,,,,,,,,,,,,,
FY19,CEE,Czech Republic,Dynamics ERP,EPG Public Sector,Other Non-Annuity,,349.996,875.0041,350,,,,,,,,4725.0046,,,,
FY19,CEE,Czech Republic,SharePoint CAL,EPG Public Sector,Other Non-Annuity,,,,,,,,2356,,595,,,,,,
FY19,CEE,Czech Republic,SQL Server Premium,EPG Public Sector,Other Non-Annuity,,,,,,,,,,,6164.928,,,,,
FY19,CEE,Czech Republic,SQL Server Standard & CAL,EPG Public Sector,Other Non-Annuity,1687.68,,,,,,,,,,,,,,,
FY19,CEE,Czech Republic,Biztalk Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,,3799.238,,,,,,,
FY19,CEE,Czech Republic,Developer Tools,EPG Public Sector,VL Annuity Non-Recur w/o EA,,446.95,1342.4731,42.2909,1330.5603,5471.4204,1808.0584,7074.5311,3009.118,7999.4045,24330.6678,755.4332,,,,
FY19,CEE,Czech Republic,Dynamics CRM,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,,,343.8096,15273.2182,,,,,,,
FY19,CEE,Czech Republic,Exchange Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,-15.1602,749.277,16114.9793,15358.9494,-5406.907,8590.3428,4349.2697,928.8689,107884.4871,3279.3775,445.7088,44150.6539,,,,
FY19,CEE,Czech Republic,Forefront Protection,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,,235.4112,,,1013.4595,,,4031.7468,,,,
FY19,CEE,Czech Republic,Identity & Direct Access,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,4584.6428,196.5557,,5905.3656,6747.2976,,,,,,,
FY19,CEE,Czech Republic,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,620528.0748,,,,,36686.7517,36158.4426,53423.2487,816141.3576,,23180.2832,-11590.1407,,,,
FY19,CEE,Czech Republic,IW CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,11763.5634,54032.9307,,139823.0359,25043.003,17627.5224,,,,,,
FY19,CEE,Czech Republic,Lync Server & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,4379.7629,,,,8591.1006,464.4412,,6063.6273,,,,
FY19,CEE,Czech Republic,MDOP-Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,476.7836,1960.5928,,7012.3348,25786.2442,,,1007.7487,,,,
FY19,CEE,Czech Republic,Office,EPG Public Sector,VL Annuity Non-Recur w/o EA,1179224.142,9481.6654,22944.2597,43511.9964,-7696.1396,68085.9333,70673.3198,238217.3236,753156.4353,61702.1475,43803.0697,-55058.9228,,,,
FY19,CEE,Czech Republic,Office for Mac,EPG Public Sector,VL Annuity Non-Recur w/o EA,124071.1148,,,,4373.9537,19991.2449,14792.0902,61681.1366,156115.987,10861.7965,13465.8886,-4558.6874,,,,
FY19,CEE,Czech Republic,Other IW Apps,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,418.5988,,,,,,,,182.8659,,,,
FY19,CEE,Czech Republic,Other Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,784.476,4706.8569,-3720.4946,392.2395,1568.954,,4947.9827,10673.6351,90.8083,,90.8046,,,,
FY19,CEE,Czech Republic,Project,EPG Public Sector,VL Annuity Non-Recur w/o EA,132.5801,130.344,443.9206,212.3559,3991.681,20666.5194,2393.4683,14742.588,14224.6186,8592.6156,14388.5073,-6813.9969,,,,
FY19,CEE,Czech Republic,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,349144.2052,,,,,20636.2979,20339.124,30052.1903,459084.0524,,13044.668,-6522.3336,,,,
FY19,CEE,Czech Republic,S&T CAL Suites - ECAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,,5601.9068,25042.9236,,64183.0069,10257.2462,8394.3728,,,,,,
FY19,CEE,Czech Republic,SharePoint CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,10464.3897,1046.6433,837.3118,174.3842,261.5729,6726.8314,,9750.7154,95164.7246,533.2343,,710.9802,,,,
FY19,CEE,Czech Republic,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Non-Recur w/o EA,,7070.9929,43098.2713,,,,,3453.1575,20202.8402,,,11128.3213,,,,
FY19,CEE,Czech Republic,SharePoint Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,24942.6219,,2884.8983,,,5026.394,8950.3684,1442.4468,,11525.9847,,,,
FY19,CEE,Czech Republic,SQL Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,28629.4376,,10735.8741,31273.5362,14003.1353,22025.4641,2515.9701,10735.8755,,17134.6534,,,,
FY19,CEE,Czech Republic,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,2239.7749,87.6116,1355.0868,2085.3021,12195.7922,26545.8896,34213.0282,28510.8601,53574.8689,3410.0648,87.6097,2385.0912,,,,
FY19,CEE,Czech Republic,System Center Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,521.5018,1907.1345,8031.795,,28304.6968,103144.977,,,11058.0186,,,,
FY19,CEE,Czech Republic,System Center Server,EPG Public Sector,VL Annuity Non-Recur w/o EA,,,,153.7162,33155.1395,3671.6751,42673.5087,4243.3538,52121.1576,320.966,,20730.4846,,,,
FY19,CEE,Czech Republic,Visio,EPG Public Sector,VL Annuity Non-Recur w/o EA,,2245.7164,2500.8685,777.1125,3796.1516,19591.0711,202.2707,14802.6451,24172.2603,5566.0956,13636.0999,-5324.8894,,,,
FY19,CEE,Czech Republic,Windows Client,EPG Public Sector,VL Annuity Non-Recur w/o EA,974429.7271,3268.9473,,10674.1255,9696.4554,53330.9799,63992.3186,192754.363,659474.266,15839.03,40960.4518,-19317.8474,,,,
FY19,CEE,Czech Republic,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Non-Recur w/o EA,3945.4805,3468.6764,10696.3523,89020.2602,-42128.1464,5349.0573,3860.2194,37631.6647,60606.8991,2002.0361,647.0075,89491.8306,,,,
FY19,CEE,Czech Republic,Windows Server Other,EPG Public Sector,VL Annuity Non-Recur w/o EA,,414.0745,,,3693.2009,19017.5111,,19128.3074,27998.8713,2553.6134,1386.7626,3851.9814,,,,
FY19,CEE,Czech Republic,Windows Server Premium,EPG Public Sector,VL Annuity Non-Recur w/o EA,,1078.6102,422.8536,4503.1846,2666.322,15352.3482,21345.1607,30081.0674,19679.9129,5975.6786,1127.6171,48849.46,,,,
FY19,CEE,Czech Republic,Biztalk Server,EPG Public Sector,VL Annuity Recur w/o EA,,,,24452.319,,,,,,,,11034.2382,,,,
FY19,CEE,Czech Republic,Developer Tools,EPG Public Sector,VL Annuity Recur w/o EA,,,,45968.9124,,,,,,,,4355.8988,,,,
FY19,CEE,Czech Republic,Dynamics CRM,EPG Public Sector,VL Annuity Recur w/o EA,,,,5829.8291,,,,,,,,,,,,
FY19,CEE,Czech Republic,Exchange Server & CAL,EPG Public Sector,VL Annuity Recur w/o EA,11.6797,,,52712.1061,,,,,,5445.9966,,8978.7865,,,,
FY19,CEE,Czech Republic,Identity & Direct Access,EPG Public Sector,VL Annuity Recur w/o EA,,,,15868.0469,,,,,,,,,,,,
FY19,CEE,Czech Republic,IW CAL Suites - Core CAL,EPG Public Sector,VL Annuity Recur w/o EA,,,,8805.8901,,,,,,,,,,,,
FY19,CEE,Czech Republic,Lync Server & CAL,EPG Public Sector,VL Annuity Recur w/o EA,,,,3208.5862,,,,,,,,,,,,
FY19,CEE,Czech Republic,MDOP-Client,EPG Public Sector,VL Annuity Recur w/o EA,,,,,,,,,,,,130.9192,,,,
FY19,CEE,Czech Republic,Office,EPG Public Sector,VL Annuity Recur w/o EA,,,,1782.3942,,,,,,,,,,,,
FY19,CEE,Czech Republic,Project,EPG Public Sector,VL Annuity Recur w/o EA,,,,313.5722,,,,,,,,6566.9852,,,,
FY19,CEE,Czech Republic,S&T CAL Suites - Core CAL,EPG Public Sector,VL Annuity Recur w/o EA,,,,4953.3132,,,,,,,,,,,,
FY19,CEE,Czech Republic,SharePoint CAL,EPG Public Sector,VL Annuity Recur w/o EA,,,,16214.1828,,,,,,,,,,,,
FY19,CEE,Czech Republic,SharePoint for Internet Sites,EPG Public Sector,VL Annuity Recur w/o EA,,,,7151.2621,,,,,,,,,,,,
FY19,CEE,Czech Republic,SharePoint Server,EPG Public Sector,VL Annuity Recur w/o EA,,,,3868.4726,,,,,,,,,,,,
FY19,CEE,Czech Republic,SQL Server Premium,EPG Public Sector,VL Annuity Recur w/o EA,,,,24784.8279,,,,,,,,8574.4506,,,,
FY19,CEE,Czech Republic,SQL Server Standard & CAL,EPG Public Sector,VL Annuity Recur w/o EA,,,,72875.6935,,,,,,,,11553.451,,,,
FY19,CEE,Czech Republic,System Center Client,EPG Public Sector,VL Annuity Recur w/o EA,,,,14269.1395,,,,,,,,5418.1799,,,,
FY19,CEE,Czech Republic,System Center Server,EPG Public Sector,VL Annuity Recur w/o EA,,,,1402.347,,,,,,,,7984.4725,,,,
FY19,CEE,Czech Republic,Visio,EPG Public Sector,VL Annuity Recur w/o EA,,,,2307.8136,,,,,,,,2310.1119,,,,
FY19,CEE,Czech Republic,Windows Client,EPG Public Sector,VL Annuity Recur w/o EA,3370.5022,,,1701.3552,,,,,,,,16571.0184,,,,
FY19,CEE,Czech Republic,Windows Server & Solutions & CAL,EPG Public Sector,VL Annuity Recur w/o EA,4671.5758,,,92398.7953,,,,,,2343.5962,,11002.0738,,,,
FY19,CEE,Czech Republic,Windows Server Other,EPG Public Sector,VL Annuity Recur w/o EA,,,,28752.0271,,,,,,,,8946.1156,,,,
FY19,CEE,Czech Republic,Windows Server Premium,EPG Public Sector,VL Annuity Recur w/o EA,,,,6922.5841,,,,,,,,3430.2,,,,
FY19,CEE,Czech Republic,Developer Tools,EPG Public Sector,VL Non-Annuity,864.1126,499.2099,459.3879,561.0352,98.1924,993.5137,124.1506,78.9644,1250.9287,,82.4026,1387.396,,,,
FY19,CEE,Czech Republic,Exchange Server & CAL,EPG Public Sector,VL Non-Annuity,3293.1426,2519.5015,712.2002,15232.8711,1097.6888,1255.5539,63633.1039,1527.1173,,34260.4121,16486.6827,23437.5063,,,,
FY19,CEE,Czech Republic,Identity & Direct Access,EPG Public Sector,VL Non-Annuity,,,,1204.2249,,,,,,,,,,,,
FY19,CEE,Czech Republic,Lync Server & CAL,EPG Public Sector,VL Non-Annuity,,,,13392.9526,,,,,,,19114.2002,87738.0055,,,,
FY19,CEE,Czech Republic,Office,EPG Public Sector,VL Non-Annuity,103996.5369,13995.2402,343050.8102,-401044.5369,-110861.6312,29484.6574,33193.3413,64206.495,43352.0507,25468.8899,70335.3683,50858.7471,,,,
FY19,CEE,Czech Republic,Office for Mac,EPG Public Sector,VL Non-Annuity,,,2540.4058,99.6278,1570.4636,,,2540.4222,6009.2566,,,,,,,
FY19,CEE,Czech Republic,Other IW Apps,EPG Public Sector,VL Non-Annuity,464.5196,788.3431,876.2863,464.5131,658.5602,252.3428,141.7903,338.6956,520.4539,98.4519,847.3845,295.3374,,,,
FY19,CEE,Czech Republic,Project,EPG Public Sector,VL Non-Annuity,11102.8917,11971.4439,6023.4905,26159.6897,6354.0413,4730.3141,4847.2713,7875.7638,15092.5928,8711.336,10330.2119,9810.6682,,,,
FY19,CEE,Czech Republic,SharePoint CAL,EPG Public Sector,VL Non-Annuity,,,1468.3209,8131.1996,,,,,,,40655.9965,,,,,
FY19,CEE,Czech Republic,SharePoint Server,EPG Public Sector,VL Non-Annuity,,,,4526.1729,,,,,,,,,,,,
FY19,CEE,Czech Republic,SQL Server Standard & CAL,EPG Public Sector,VL Non-Annuity,10614.0693,168.0032,34910.9264,18296.7898,26535.1799,,230.1344,,94.1499,,2254.0551,52152.1098,,,,
FY19,CEE,Czech Republic,System Center Client,EPG Public Sector,VL Non-Annuity,,,,,,,,,4.6486,,,,,,,
FY19,CEE,Czech Republic,System Center Server,EPG Public Sector,VL Non-Annuity,,,,540.5367,396.3972,,,,,5820.0232,,,,,,
FY19,CEE,Czech Republic,Visio,EPG Public Sector,VL Non-Annuity,10557.549,10059.5384,6655.8565,7509.2488,7168.2059,4075.2827,4011.7248,11456.6002,10015.3799,11110.1939,17845.49,47430.2337,,,,
FY19,CEE,Czech Republic,Windows Client,EPG Public Sector,VL Non-Annuity,,138.2634,1740.4715,58.3809,350.2693,,,1699.7579,2639.2986,-58.3761,141.0328,,,,,
FY19,CEE,Czech Republic,Windows Server & Solutions & CAL,EPG Public Sector,VL Non-Annuity,4019.1602,4066.255,799.7105,9712.8837,3781.4375,2224.3376,33870.8573,1755.5947,-0.0084,13243.7724,10244.5383,10733.1988,,,,
FY19,CEE,Czech Republic,Windows Server Other,EPG Public Sector,VL Non-Annuity,3937.2296,2782.0872,1516.5343,4733.7635,1374.9085,3973.0175,1973.9045,1912.681,,,1275.1223,318.7839,,,,
FY19,CEE,Czech Republic,Windows Server Premium,EPG Public Sector,VL Non-Annuity,6978.381,,725.3019,6497.5688,32423.0247,3569.5971,,,1779.5007,,,21568.1732,,,,
FY19,WE,Denmark,Biztalk Server,EPG Commercial,3rd Party Hosting,1439.013,11399.478,1439.013,1439.013,1439.013,1019.625,1439.013,1439.013,1439.013,1439.013,10586.793,11996.961,,,,
FY19,WE,Denmark,Developer Tools,EPG Commercial,3rd Party Hosting,445.11,447.954,447.954,477.162,440.136,698.142,1415.28,623.358,619.974,660.258,375.759,818.475,,,,
FY19,WE,Denmark,Dynamics CRM,EPG Commercial,3rd Party Hosting,14577.775,14820.613,15051.459,6240.337,6415.72,4517.986,4823.588,4750.331,5757.659,5672.216,5972.924,8752.07,,,,
FY19,WE,Denmark,Dynamics ERP,EPG Commercial,3rd Party Hosting,36.795,36.795,36.795,36.795,36.795,36.795,36.795,36.795,36.795,36.795,66.231,66.231,,,,
FY19,WE,Denmark,Exchange Server & CAL,EPG Commercial,3rd Party Hosting,39192.4014,37187.2548,39772.7082,43747.2206,47558.366,54039.7924,50196.3988,53944.9144,50531.3368,52054.2784,52231.9666,53521.3504,,,,
FY19,WE,Denmark,Forefront Protection,EPG Commercial,3rd Party Hosting,7751.343,7728.09,5994.27,6136.17,6347.277,6647.514,6656.436,5444.45,8080.472,8114.555,7907.441,7417.943,,,,
FY19,WE,Denmark,Identity & Direct Access,EPG Commercial,3rd Party Hosting,3475.473,1753.339,1745.329,1827.952,15492.774,2989.559,2962.511,2755.745,2755.367,2895.785,3281.445,3070.295,,,,
FY19,WE,Denmark,Lync Server & CAL,EPG Commercial,3rd Party Hosting,2515.032,2512.242,2831.157,3433.038,3527.205,4061.427,3941.856,3141.597,3313.761,3716.46,3824.55,3822.24,,,,
FY19,WE,Denmark,Office,EPG Commercial,3rd Party Hosting,109941.93,107322.798,110354.636,40319.746,189261.558,123221.83,115914.304,114771.307,111795.316,113623.535,114157.082,118353.243,,,,
FY19,WE,Denmark,Office 365,EPG Commercial,3rd Party Hosting,3732.705,3393.115,3955.6,48.3,3734.905,6976.935,2861.025,3806.425,4377.085,5837.591,3341.615,4050.155,,,,
FY19,WE,Denmark,Other IW Apps,EPG Commercial,3rd Party Hosting,117.573,125.433,134.13,129.414,108.243,132.558,134.865,117.066,107.652,226.896,227.505,226.287,,,,
FY19,WE,Denmark,Other Server,EPG Commercial,3rd Party Hosting,172.596,172.596,172.596,172.596,172.596,172.596,172.596,172.596,172.596,172.596,172.596,172.596,,,,
FY19,WE,Denmark,Project,EPG Commercial,3rd Party Hosting,1413.081,1419.614,1446.152,1534.232,858.348,1585.397,1560.89,1678.934,1444.081,1413.748,1476.082,1602.811,,,,
FY19,WE,Denmark,SharePoint CAL,EPG Commercial,3rd Party Hosting,0.081,,0.162,0.081,0.243,0.243,39.123,39.123,0.324,0.324,0.324,0.324,,,,
FY19,WE,Denmark,SharePoint for Internet Sites,EPG Commercial,3rd Party Hosting,30863.21,35775.53,29282.05,29282.05,13163.5,29282.05,29512.315,28721.735,28721.735,28491.47,28491.47,28491.47,,,,
FY19,WE,Denmark,SharePoint Server,EPG Commercial,3rd Party Hosting,943.434,996.561,946.89,1163.673,1268.469,2078.49,2041.935,1851.231,2226.549,2240.583,2559.306,2416.017,,,,
FY19,WE,Denmark,SQL Server Premium,EPG Commercial,3rd Party Hosting,214829.013,259048.229,235874.531,251727.347,311404.013,289981.463,258197.552,258238.315,318086.527,334371.307,450518.827,309636.0676,,,,
FY19,WE,Denmark,SQL Server Standard & CAL,EPG Commercial,3rd Party Hosting,108001.9258,124837.5768,121511.4128,131529.0938,121860.8708,132025.8274,155029.1884,164361.8718,166414.597,173387.3842,198516.9646,175218.552,,,,
FY19,WE,Denmark,System Center Client,EPG Commercial,3rd Party Hosting,464.73,479.202,543,615.2862,631.1322,630.6248,556.5294,557.9786,578.068,452.196,454.728,423.699,,,,
FY19,WE,Denmark,System Center Server,EPG Commercial,3rd Party Hosting,1255.305,6040.886,3508.218,10664.1844,11157.5396,11238.709,10659.002,11236.691,12109.4392,12186.3022,10619.6498,12279.5104,,,,
FY19,WE,Denmark,Visio,EPG Commercial,3rd Party Hosting,855.082,833.726,851.486,914.366,635.832,909.466,794.904,826.032,659.514,671.511,685.506,708.828,,,,
FY19,WE,Denmark,Windows Client,EPG Commercial,3rd Party Hosting,6738.696,6634.896,6499.956,6881.94,11017.332,12503.748,7903.332,6908.928,6329.724,7113.76,6437.676,7405.092,,,,
FY19,WE,Denmark,Windows Server & Solutions & CAL,EPG Commercial,3rd Party Hosting,108478.5472,52927.7518,50336.18,58459.0698,50372.896,54816.6312,63099.9404,62641.4926,77735.5504,87830.0584,63972.655,64228.602,,,,
FY19,WE,Denmark,Windows Server Other,EPG Commercial,3rd Party Hosting,28097.97,11078.459,11158.482,31792.92,19361.943,18848.304,35313.015,20212.686,21404.31,38397.429,22691.682,23730.774,,,,
FY19,WE,Denmark,Windows Server Premium,EPG Commercial,3rd Party Hosting,231273.9988,132587.9238,127810.3688,131322.5176,120847.6306,208956.6976,180357.5384,158999.1634,190911.469,187287.9422,191048.7494,182865.1148,,,,
FY19,WE,Denmark,Biztalk Server,EPG Commercial,EA Add-On,,,,,16.4895,,,,,,369940.0335,,,,,
FY19,WE,Denmark,Developer Tools,EPG Commercial,EA Add-On,23825.16,,,,10985.9922,126268.2261,6843.055,161.7322,155777.48,4162143.556,-1753659.338,116471.8379,,,,
FY19,WE,Denmark,Dynamics CRM,EPG Commercial,EA Add-On,-3387.55,65331.02,,76645.2,,103688.749,-92988,258475,109446,75669.44,-714.04,42018.9867,,,,
FY19,WE,Denmark,Exchange Server & CAL,EPG Commercial,EA Add-On,,,62179.4151,1907.4,35036.64,21732.9217,125.4966,15485.4,4891.62,,64784.496,3208.932,,,,
FY19,WE,Denmark,Forefront Protection,EPG Commercial,EA Add-On,,,,,,495.4031,55.391,,188.8785,-139.6299,,558.2154,,,,
FY19,WE,Denmark,Identity & Direct Access,EPG Commercial,EA Add-On,15201.84,79643.88,1092.1554,,1413.06,39487.411,,,,80598.48,49556.46,172892.1117,,,,
FY19,WE,Denmark,IW CAL Suites - Core CAL,EPG Commercial,EA Add-On,18531.1362,10984.2731,42753.1322,22075.52,74455.0047,429997.4262,17549.6594,19324.736,337303.0811,547493.6392,379243.7588,688192.2754,,,,
FY19,WE,Denmark,IW CAL Suites - ECAL,EPG Commercial,EA Add-On,,152897.8507,76475.7949,30139.1319,8233.9333,62091.089,145014.5596,36019.018,-20841.182,45053.5114,45485.514,292064.9129,,,,
FY19,WE,Denmark,Lync Server & CAL,EPG Commercial,EA Add-On,1706.16,3838.74,3947.1665,,,8080.0208,156.7373,1593.72,66110.6978,20217.92,461521.378,29118.1939,,,,
FY19,WE,Denmark,MDOP-Client,EPG Commercial,EA Add-On,1883.6008,293.7629,483.4264,256.8324,1855.5361,5347.7574,1807.4362,662.2763,1591.4296,857.0766,13509.6273,5814.7403,,,,
FY19,WE,Denmark,Office,EPG Commercial,EA Add-On,190895.5565,217896.9324,276988.7231,127153.9649,227893.9666,1138093.977,88721.0348,69997.4607,646223.0949,161331.4898,2409404.454,1684818.554,,,,
FY19,WE,Denmark,Office 365,EPG Commercial,EA Add-On,,,,,3960.64,,,,,1598,,,,,,
FY19,WE,Denmark,OSD Subs & Trans OSD SMSG,EPG Commercial,EA Add-On,,,,,44.4277,4664.9491,90.5946,,310.9939,,,443.0769,,,,
FY19,WE,Denmark,Other Server,EPG Commercial,EA Add-On,25762.5,,,,,228.0595,,,,,,,,,,
FY19,WE,Denmark,Project,EPG Commercial,EA Add-On,59131.5728,15034.724,81352.6009,3469.524,91818.5893,708761.139,43534.7454,28286.0248,126784.0438,867524.724,99279.9478,89785.5705,,,,
FY19,WE,Denmark,S&T CAL Suites - Core CAL,EPG Commercial,EA Add-On,10422.8507,6174.9723,24048.6369,12417.48,41870.2217,241841.3332,9869.4149,10870.164,189718.058,307961.1723,213313.8029,387074.1886,,,,
FY19,WE,Denmark,S&T CAL Suites - ECAL,EPG Commercial,EA Add-On,,72814.9493,36420.0327,14354.9267,3805.1627,29572.4939,69060.7681,17154.8791,-9927.9899,21456.0086,21664.2345,139091.5643,,,,
FY19,WE,Denmark,SharePoint CAL,EPG Commercial,EA Add-On,,,875.7115,375.9782,,132.4923,,,,,51660,1374.9212,,,,
FY19,WE,Denmark,SharePoint for Internet Sites,EPG Commercial,EA Add-On,10403.64,,,,7342.1178,3882.4266,,7342.1178,,7727.5283,28353.1276,47514.1859,,,,
FY19,WE,Denmark,SharePoint Server,EPG Commercial,EA Add-On,,14061.0207,,69371.46,873.7616,19726.3927,10877.3276,13427.5616,73024.0892,101322.1458,-28727.2219,76953.586,,,,
FY19,WE,Denmark,SQL Azure,EPG Commercial,EA Add-On,,,,,164.8953,,,,,,,,,,,
FY19,WE,Denmark,SQL Server Premium,EPG Commercial,EA Add-On,122018.0879,-34997.952,,,,870713.7061,-335308.7626,195049.2,312002.8341,748744.8393,2467784.96,955412.3418,,,,
FY19,WE,Denmark,SQL Server Standard & CAL,EPG Commercial,EA Add-On,15731.9736,12370.56,11849.048,56881.86,50497.4627,301347.397,-154942.1338,107706.0418,29203.9534,58688.9664,167440.0301,294779.9222,,,,
FY19,WE,Denmark,System Center Client,EPG Commercial,EA Add-On,7516.8379,1169.2273,2549.0001,1012.2883,7407.265,21933.0768,7357.3616,5674.995,7622.5731,3415.527,57393.8747,22150.0524,,,,
FY19,WE,Denmark,System Center Server,EPG Commercial,EA Add-On,1091.436,51587.82,13205.5854,10314.0068,1389.7393,164011.9493,30953.8248,102102.9385,67833.5194,213070.9338,294962.2895,473211.9946,,,,
FY19,WE,Denmark,Visio,EPG Commercial,EA Add-On,6092.3294,,19524.644,200.34,22680.2825,266196.4754,57248.9741,6036.24,32384.1551,380042.1311,-18617.5775,162905.1157,,,,
FY19,WE,Denmark,Windows Azure,EPG Commercial,EA Add-On,,,,,643.0916,,,,,,,,,,,
FY19,WE,Denmark,Windows Client,EPG Commercial,EA Add-On,84779.3373,13517.712,93214.4995,43119.0139,91362.4344,312059.4856,77139.659,43612.7864,31278.5837,43330.665,734185.6525,936171.1519,,,,
FY19,WE,Denmark,Windows Intune - Client,EPG Commercial,EA Add-On,,653.4,,,,,,,,,,,,,,
FY19,WE,Denmark,Windows Intune - Server and Tools,EPG Commercial,EA Add-On,,798.6,,,,,,,,,,,,,,
FY19,WE,Denmark,Windows Server & Solutions & CAL,EPG Commercial,EA Add-On,8217.96,73709.16,48311.9912,18909.9067,12862.8131,189277.4279,41642.7198,61643.7,6502.1904,128.6598,29541.6122,64542.9583,,,,
FY19,WE,Denmark,Windows Server Other,EPG Commercial,EA Add-On,2857.56,1582.5,,23982,5788.2564,52271.5183,1539.7582,5532.9,,291535.08,-107422.312,14019.3971,,,,
FY19,WE,Denmark,Windows Server Premium,EPG Commercial,EA Add-On,68522.554,2830.1825,55860.2411,47656.9483,9616.2744,387263.7522,66109.5952,338328.7222,306164.3847,558140.3936,966636.7169,209313.2289,,,,
FY19,WE,Denmark,Biztalk Server,EPG Commercial,EA New,,,,,,350741.19,,,,,,,,,,
FY19,WE,Denmark,Developer Tools,EPG Commercial,EA New,,5533.4,,,,116861.59,170045.04,,,,,155583.1288,,,,
FY19,WE,Denmark,Dynamics CRM,EPG Commercial,EA New,,,,,,172369.51,,,,,,,,,,
FY19,WE,Denmark,Exchange Server & CAL,EPG Commercial,EA New,,,,,,364557.27,,,1220.9233,,,877578.1164,,,,
FY19,WE,Denmark,Identity & Direct Access,EPG Commercial,EA New,,,,,,16199.2,,,,,,786.6,,,,
FY19,WE,Denmark,IW CAL Suites - Core CAL,EPG Commercial,EA New,,,,,,,,,,,,40018.8672,,,,
FY19,WE,Denmark,IW CAL Suites - ECAL,EPG Commercial,EA New,,,,,,,,,,,,100069.2252,,,,
